No.,Time,Source,Destination,Protocol,Length,Source Port,Destination Port,TCP Flags,Sequence Number,Acknowledgment Number,Window Size,Payload Length,TSval,TSecr,NodeWeight,EdgeWeight,Classification
25830,1.429273,172.28.160.80,21.22.178.166,TCP,74,41838.0,80.0,SYN,0.0,,5840.0,0.0,6561555.0,0.0,30,30,Internal
25831,1.429471,21.22.178.166,172.28.160.80,TCP,74,,,,0.0,1.0,5792.0,0.0,25591874.0,6561555.0,33,33,External
25834,1.429539,172.28.160.80,21.22.178.166,HTTP,94,,,,,,,,,,30,30,Internal
25868,1.433893,172.28.7.204,38.54.32.128,HTTP,139,,,,,,,,,,54,54,Internal
25877,1.434359,38.54.32.128,172.28.7.204,TCP,1514,80.0,46742.0,ACK,1.0,74.0,46.0,1448.0,25591874.0,6376681.0,48,48,External
25878,1.434363,38.54.32.128,172.28.7.204,HTTP,473,,,,,,,,,,48,48,External
25889,1.434691,172.28.7.204,38.54.32.128,TCP,66,46742.0,80.0,ACK,74.0,1449.0,272.0,0.0,6376681.0,25591874.0,54,54,Internal
25901,1.43517,137.183.44.30,172.28.138.151,HTTP,1251,,,,,,,,,,9,9,External
25908,1.435403,172.28.13.76,70.98.38.99,TCP,66,,,,1.0,1.0,46.0,0.0,6376681.0,24974044.0,2,2,Internal
25910,1.436684,172.28.224.243,122.255.139.95,TCP,74,37180.0,80.0,SYN,0.0,,5840.0,0.0,6561556.0,0.0,49,49,Internal
25911,1.436882,122.255.139.95,172.28.224.243,TCP,74,,,,0.0,1.0,5792.0,0.0,25591875.0,6561556.0,67,67,External
25913,1.436949,172.28.224.243,122.255.139.95,HTTP,94,,,,,,,,,,49,49,Internal
25915,1.444479,172.28.166.10,128.89.50.107,TCP,74,46250.0,80.0,SYN,0.0,,5840.0,0.0,6561557.0,0.0,106,106,Internal
25916,1.444678,128.89.50.107,172.28.166.10,TCP,74,,,,0.0,1.0,5792.0,0.0,25591875.0,6561557.0,143,143,External
25918,1.444748,172.28.166.10,128.89.50.107,HTTP,95,,,,,,,,,,106,106,Internal
25919,1.444793,172.28.10.6,202.12.27.33,DNS,87,,,,,,,,,,187,187,Internal
25921,1.445111,202.12.27.33,172.28.10.6,DNS,171,,,,,,,,,,187,187,External
25972,1.447775,21.22.178.166,172.28.160.80,HTTP,656,,,,,,,,,,33,33,External
25980,1.450752,172.28.67.253,176.52.166.225,TCP,74,36703.0,80.0,SYN,0.0,,5840.0,0.0,6561558.0,0.0,198,198,Internal
25981,1.450948,176.52.166.225,172.28.67.253,TCP,74,,,,0.0,1.0,5792.0,0.0,25591876.0,6561558.0,389,389,External
25983,1.451013,172.28.67.253,176.52.166.225,HTTP,94,,,,,,,,,,198,198,Internal
26557,1.457459,176.52.166.225,172.28.67.253,HTTP,88,,,,,,,,,,389,389,External
26561,1.457481,172.28.89.55,165.66.93.16,TCP,74,34383.0,80.0,SYN,0.0,,5840.0,0.0,6561558.0,0.0,9,9,Internal
26567,1.457723,165.66.93.16,172.28.89.55,TCP,74,,,,0.0,1.0,5792.0,0.0,25591877.0,6561558.0,9,9,External
26570,1.457791,172.28.89.55,165.66.93.16,HTTP,94,,,,,,,,,,9,9,Internal
26585,1.458842,165.66.93.16,172.28.89.55,HTTP,944,,,,,,,,,,9,9,External
26810,1.464462,122.255.139.95,172.28.224.243,HTTP,103,,,,,,,,,,67,67,External
26822,1.467212,172.28.152.241,28.72.138.190,TCP,74,39992.0,80.0,SYN,0.0,,5840.0,0.0,6561559.0,0.0,27,27,Internal
26823,1.467411,28.72.138.190,172.28.152.241,TCP,74,,,,0.0,1.0,5792.0,0.0,25591878.0,6561559.0,27,27,External
26825,1.467476,172.28.152.241,28.72.138.190,HTTP,95,,,,,,,,,,27,27,Internal
26833,1.468427,28.72.138.190,172.28.152.241,HTTP,1238,,,,,,,,,,27,27,External
26860,1.470681,172.28.160.200,186.155.17.75,TCP,74,60608.0,80.0,SYN,0.0,,5840.0,0.0,6561560.0,0.0,44,44,Internal
26862,1.470878,186.155.17.75,172.28.160.200,TCP,74,,,,0.0,1.0,5792.0,0.0,25591878.0,6561560.0,53,53,External
26864,1.470942,172.28.160.200,186.155.17.75,HTTP,94,,,,,,,,,,44,44,Internal
26926,1.471713,128.89.50.107,172.28.166.10,HTTP,232,,,,,,,,,,143,143,External
26959,1.472231,186.155.17.75,172.28.160.200,HTTP,386,,,,,,,,,,53,53,External
27027,1.474999,70.98.38.99,172.28.13.76,TCP,66,48538.0,80.0,ACK,1.0,2.0,182.0,0.0,24975548.0,6376681.0,2,2,External
27063,1.477936,172.28.226.145,153.239.209.94,TCP,74,45706.0,80.0,SYN,0.0,,5840.0,0.0,6561560.0,0.0,58,58,Internal
27064,1.478135,153.239.209.94,172.28.226.145,TCP,74,,,,0.0,1.0,5792.0,0.0,25591879.0,6561560.0,95,95,External
27066,1.478201,172.28.226.145,153.239.209.94,HTTP,94,,,,,,,,,,58,58,Internal
27096,1.480094,172.28.71.236,151.233.147.219,TCP,74,57803.0,80.0,SYN,0.0,,5840.0,0.0,6561561.0,0.0,53,53,Internal
27125,1.480395,151.233.147.219,172.28.71.236,TCP,74,,,,0.0,1.0,5792.0,0.0,25591879.0,6561561.0,89,89,External
27131,1.480505,172.28.71.236,151.233.147.219,HTTP,94,,,,,,,,,,53,53,Internal
27242,1.481618,153.239.209.94,172.28.226.145,HTTP,587,,,,,,,,,,95,95,External
27251,1.481668,172.28.164.35,214.54.220.10,TCP,74,40391.0,80.0,SYN,0.0,,5840.0,0.0,6561561.0,0.0,25,25,Internal
27263,1.481892,214.54.220.10,172.28.164.35,TCP,74,,,,0.0,1.0,5792.0,0.0,25591879.0,6561561.0,25,25,External
27267,1.481965,172.28.164.35,214.54.220.10,HTTP,95,,,,,,,,,,25,25,Internal
27363,1.483514,214.54.220.10,172.28.164.35,HTTP,564,,,,,,,,,,25,25,External
27404,1.484004,151.233.147.219,172.28.71.236,HTTP,630,,,,,,,,,,89,89,External
27417,1.484772,172.28.61.243,178.62.12.231,TCP,74,58090.0,80.0,SYN,0.0,,5840.0,0.0,6561561.0,0.0,22,22,Internal
27421,1.484974,178.62.12.231,172.28.61.243,TCP,74,,,,0.0,1.0,5792.0,0.0,25591879.0,6561561.0,22,22,External
27426,1.485042,172.28.61.243,178.62.12.231,HTTP,93,,,,,,,,,,22,22,Internal
27451,1.485991,178.62.12.231,172.28.61.243,HTTP,172,,,,,,,,,,22,22,External
27473,1.487641,172.28.126.213,136.102.69.190,TCP,74,33521.0,80.0,SYN,0.0,,5840.0,0.0,6561561.0,0.0,60,60,Internal
27484,1.487853,136.102.69.190,172.28.126.213,TCP,74,,,,0.0,1.0,5792.0,0.0,25591880.0,6561561.0,100,100,External
27486,1.487922,172.28.126.213,136.102.69.190,HTTP,94,,,,,,,,,,60,60,Internal
27507,1.496666,172.28.36.64,122.54.111.187,TCP,74,35769.0,80.0,SYN,0.0,,5840.0,0.0,6561562.0,0.0,22,22,Internal
27512,1.496961,122.54.111.187,172.28.36.64,TCP,74,,,,0.0,1.0,5792.0,0.0,25591881.0,6561562.0,22,22,External
27514,1.497047,172.28.36.64,122.54.111.187,HTTP,95,,,,,,,,,,22,22,Internal
27599,1.498654,122.54.111.187,172.28.36.64,HTTP,510,,,,,,,,,,22,22,External
27680,1.499942,136.102.69.190,172.28.126.213,HTTP,833,,,,,,,,,,100,100,External
27702,1.502138,172.28.85.146,45.76.93.218,TCP,74,55188.0,80.0,SYN,0.0,,5840.0,0.0,6561563.0,0.0,9,9,Internal
27703,1.502338,45.76.93.218,172.28.85.146,TCP,74,,,,0.0,1.0,5792.0,0.0,25591881.0,6561563.0,9,9,External
27705,1.502407,172.28.85.146,45.76.93.218,HTTP,95,,,,,,,,,,9,9,Internal
